language;original_sentence;translated_sentence
it_IT;{name1} and {name2} protested at a content.;{name1} e {name2} hanno protestato per un contenuto.
it_IT;{name1} and {name2} protested at this.;{name1} e {name2} hanno protestato per questo.
it_IT;{name1} and {name2} reacted to {content count contents}.;{name1} e {name2} hanno reagito a {content count contents}.
it_IT;{name1} and {name2} reacted to {content1} and {content count other contents}.;{name1} e {name2} hanno reagito a {content1} e {content count other contents}.
it_IT;{name1} and {name2} reacted to {content1} and {content2}.;{name1} e {name2} hanno reagito a {content1} e {content2}.
it_IT;{name1} and {name2} reacted to {content1}.;{name1} e {name2} hanno reagito a {content1}.
it_IT;{name1} and {name2} reacted to {product count products}.;{name1} e {name2} hanno reagito a {product count products}.
it_IT;{name1} and {name2} reacted to {product1} and {product count other products}.;{name1} e {name2} hanno reagito a {product1} e {product count other products}.
it_IT;{name1} and {name2} reacted to {product1} and {product2}.;{name1} e {name2} hanno reagito a {product1} e {product2}.
it_IT;{name1} and {name2} reacted to {product1}.;{name1} e {name2} hanno reagito a {product1}.
it_IT;{name1} and {name2} reacted to a content.;{name1} e {name2} hanno reagito a a content.
it_IT;{name1} and {name2} reacted to a product.;{name1} e {name2} hanno reagito a a product.
it_IT;{name1} and {name2} reacted to this.;{name1} e {name2} hanno reagito a questo.
it_IT;{name1} and {name2} respected {content count contents}.;{name1} e {name2} hanno rispettato {content count contents}.
it_IT;{name1} and {name2} respected {content1} and {content count other contents}.;{name1} e {name2} hanno rispettato {content1} e {content count other contents}.
it_IT;{name1} and {name2} respected {content1} and {content2}.;{name1} e {name2} hanno rispettato {content1} e {content2}.
it_IT;{name1} and {name2} respected {content1}.;{name1} e {name2} hanno rispettato {content1}.
it_IT;{name1} and {name2} respected a content.;{name1} e {name2} hanno rispettato un contenuto.
it_IT;{name1} and {name2} respected this.;{name1} e {name2} hanno rispettato questo.
it_IT;{name1} and {name2} smiled at {content count contents}.;{name1} e {name2} hanno sorriso per {content count contents}.
it_IT;{name1} and {name2} smiled at {content1} and {content count other contents}.;{name1} e {name2} hanno sorriso per {content1} e {content count other contents}.
it_IT;{name1} and {name2} smiled at {content1} and {content2}.;{name1} e {name2} hanno sorriso per {content1} e {content2}.
it_IT;{name1} and {name2} smiled at {content1}.;{name1} e {name2} hanno sorriso per {content1}.
it_IT;{name1} and {name2} smiled at {product count products}.;{name1} e {name2} hanno sorriso per {product count products}.
it_IT;{name1} and {name2} smiled at {product1} and {product count other products}.;{name1} e {name2} hanno sorriso per {product1} e {product count other products}.
it_IT;{name1} and {name2} smiled at {product1} and {product2}.;{name1} e {name2} hanno sorriso per {product1} e {product2}.
it_IT;{name1} and {name2} smiled at {product1}.;{name1} e {name2} hanno sorriso per {product1}.
it_IT;{name1} and {name2} smiled at a content.;{name1} e {name2} hanno sorriso per un contenuto.
it_IT;{name1} and {name2} smiled at a product.;{name1} e {name2} hanno sorriso per un prodotto.
it_IT;{name1} and {name2} smiled at this.;{name1} e {name2} hanno sorriso per questo.
it_IT;{name1} and {name2} suggested {content count contents}.;{name1} e {name2} hanno suggerito {content count contents}.
it_IT;{name1} and {name2} suggested {content1} and {content count other contents}.;{name1} e {name2} hanno suggerito {content1} e {content count other contents}.
it_IT;{name1} and {name2} suggested {content1} and {content2}.;{name1} e {name2} hanno suggerito {content1} e {content2}.
it_IT;{name1} and {name2} suggested {content1}.;{name1} e {name2} hanno suggerito {content1}.
it_IT;{name1} and {name2} suggested {product count products}.;{name1} e {name2} hanno suggerito {product count products}.
it_IT;{name1} and {name2} suggested {product1} and {product count other products}.;{name1} e {name2} hanno suggerito {product1} e {product count other products}.
it_IT;{name1} and {name2} suggested {product1} and {product2}.;{name1} e {name2} hanno suggerito {product1} e {product2}.
it_IT;{name1} and {name2} suggested {product1}.;{name1} e {name2} hanno suggerito {product1}.
it_IT;{name1} and {name2} suggested a content.;{name1} e {name2} hanno suggerito un contenuto.
it_IT;{name1} and {name2} suggested a product.;{name1} e {name2} hanno suggerito un prodotto.
it_IT;{name1} and {name2} suggested this.;{name1} e {name2} hanno suggerito questo.
it_IT;{name1} and {name2} supported {content count contents}.;{name1} e {name2} hanno supportato {content count contents}.
it_IT;{name1} and {name2} supported {content1} and {content count other contents}.;{name1} e {name2} hanno supportato {content1} e {content count other contents}.
it_IT;{name1} and {name2} supported {content1} and {content2}.;{name1} e {name2} hanno supportato {content1} e {content2}.
it_IT;{name1} and {name2} supported {content1}.;{name1} e {name2} hanno supportato {content1}.
it_IT;{name1} and {name2} supported a content.;{name1} e {name2} hanno supportato un contenuto.
it_IT;{name1} and {name2} supported this.;{name1} e {name2} hanno supportato questo.
it_IT;{name1} and {name2} thought about {content count contents}.;{name1} e {name2} hanno pensato qualcosa su {content count contents}.
it_IT;{name1} and {name2} thought about {content1} and {content count other contents}.;{name1} e {name2} hanno pensato qualcosa su {content1} e {content count other contents}.
it_IT;{name1} and {name2} thought about {content1} and {content2}.;{name1} e {name2} hanno pensato qualcosa su {content1} e {content2}.
it_IT;{name1} and {name2} thought about {content1}.;{name1} e {name2} hanno pensato qualcosa su {content1}.
it_IT;{name1} and {name2} thought about {product count products}.;{name1} e {name2} hanno pensato qualcosa su {product count products}.
it_IT;{name1} and {name2} thought about {product1} and {product count other products}.;{name1} e {name2} hanno pensato qualcosa su {product1} e {product count other products}.
it_IT;{name1} and {name2} thought about {product1} and {product2}.;{name1} e {name2} hanno pensato qualcosa su {product1} e {product2}.
it_IT;{name1} and {name2} thought about {product1}.;{name1} e {name2} hanno pensato qualcosa su {product1}.
it_IT;{name1} and {name2} thought about a content.;{name1} e {name2} hanno pensato qualcosa su un contenuto.
it_IT;{name1} and {name2} thought about a product.;{name1} e {name2} hanno pensato qualcosa su un prodotto.
it_IT;{name1} and {name2} thought about this.;{name1} e {name2} hanno pensato qualcosa su questo.
it_IT;{name1} and {name2} wished for {product count products}.;{name1} e {name2} hanno desiderato {product count products}.
it_IT;{name1} and {name2} wished for {product1} and {product count other products}.;{name1} e {name2} hanno desiderato {product1} e {product count other products}.
it_IT;{name1} and {name2} wished for {product1} and {product2}.;{name1} e {name2} hanno desiderato {product1} e {product2}.
it_IT;{name1} and {name2} wished for {product1}.;{name1} e {name2} hanno desiderato {product1}.
it_IT;{name1} and {name2} wished for a product.;{name1} e {name2} hanno desiderato un prodotto.
it_IT;{name1} and {name2} wished for this.;{name1} e {name2} hanno desiderato questo.
it_IT;{name1} applauded {content count contents}.;{name1} ha applaudito {content count contents}.
it_IT;{name1} applauded {content1} and {content count other contents}.;{name1} ha applaudito {content1} e {content count other contents}.
it_IT;{name1} applauded {content1} and {content2}.;{name1} ha applaudito {content1} e {content2}.
it_IT;{name1} applauded {content1}.;{name1} ha applaudito {content1}.
it_IT;{name1} applauded a content.;{name1} ha applaudito un contenuto.
it_IT;{name1} applauded this.;{name1} ha applaudito questo.
it_IT;{name1} approved {content count contents}.;{name1} ha approvato {content count contents}.
it_IT;{name1} approved {content1} and {content count other contents}.;{name1} ha approvato {content1} e {content count other contents}.
it_IT;{name1} approved {content1} and {content2}.;{name1} ha approvato {content1} e {content2}.
it_IT;{name1} approved {content1}.;{name1} ha approvato {content1}.
it_IT;{name1} approved a content.;{name1} ha approvato un contenuto.
it_IT;{name1} approved this.;{name1} ha approvato questo.
it_IT;{name1} demanded {product count products}.;{name1} ha richiesto {product count products}.
it_IT;{name1} demanded {product1} and {product count other products}.;{name1} ha richiesto {product1} e {product count other products}.
it_IT;{name1} demanded {product1} and {product2}.;{name1} ha richiesto {product1} e {product2}.
it_IT;{name1} demanded {product1}.;{name1} ha richiesto {product1}.
it_IT;{name1} demanded a product.;{name1} ha richiesto un prodotto.
it_IT;{name1} demanded this.;{name1} ha richiesto questo.
it_IT;{name1} disagreed with {content count contents}.;{name1} non è d’accordo con {content count contents}.
it_IT;{name1} disagreed with {content1} and {content count other contents}.;{name1} non è d’accordo con {content1} e {content count other contents}.
it_IT;{name1} disagreed with {content1} and {content2}.;{name1} non è d’accordo con {content1} e {content2}.
it_IT;{name1} disagreed with {content1}.;{name1} non è d’accordo con {content1}.
it_IT;{name1} disagreed with a content.;{name1} non è d’accordo con un contenuto.
it_IT;{name1} disagreed with this.;{name1} non è d’accordo con questo.
it_IT;{name1} disapproved {content count contents}.;{name1} ha disapprovato {content count contents}.
it_IT;{name1} disapproved {content1} and {content count other contents}.;{name1} ha disapprovato {content1} e {content count other contents}.
it_IT;{name1} disapproved {content1} and {content2}.;{name1} ha disapprovato {content1} e {content2}.
it_IT;{name1} disapproved {content1}.;{name1} ha disapprovato {content1}.
it_IT;{name1} disapproved a content.;{name1} ha disapprovato un contenuto.
it_IT;{name1} disapproved this.;{name1} ha disapprovato questo.
it_IT;{name1} fancied {product count products}.;{name1} ha gradito {product count products}.
it_IT;{name1} fancied {product1} and {product count other products}.;{name1} ha gradito {product1} e {product count other products}.
it_IT;{name1} fancied {product1} and {product2}.;{name1} ha gradito {product1} e {product2}.
it_IT;{name1} fancied {product1}.;{name1} ha gradito {product1}.
it_IT;{name1} fancied a product.;{name1} ha gradito un prodotto.
it_IT;{name1} fancied this.;{name1} ha gradito questo.
it_IT;{name1} had {product count products}.;{name1} ha {product count products}.
it_IT;{name1} had {product1} and {product count other products}.;{name1} ha {product1} e {product count other products}.
it_IT;{name1} had {product1} and {product2}.;{name1} ha {product1} e {product2}.
it_IT;{name1} had {product1}.;{name1} ha {product1}.
it_IT;{name1} had a product.;{name1} ha un prodotto.
it_IT;{name1} had this.;{name1} ha questo.
it_IT;{name1} lolled at {content count contents}.;{name1} ha riso per {content count contents}.
it_IT;{name1} lolled at {content1} and {content count other contents}.;{name1} ha riso per {content1} e {content count other contents}.
it_IT;{name1} lolled at {content1} and {content2}.;{name1} ha riso per {content1} e {content2}.
it_IT;{name1} lolled at {content1}.;{name1} ha riso per {content1}.
it_IT;{name1} lolled at {product count products}.;{name1} hanno riso per {product count products}.
it_IT;{name1} lolled at {product1} and {product count other products}.;{name1} ha riso per {product1} e {product count other products}.
it_IT;{name1} lolled at {product1} and {product2}.;{name1} ha riso per {product1} e {product2}.
it_IT;{name1} lolled at {product1}.;{name1} ha riso per {product1}.
it_IT;{name1} lolled at a content.;{name1} ha riso per un contenuto.
it_IT;{name1} lolled at a product.;{name1} ha riso per un prodotto.
it_IT;{name1} lolled at this.;{name1} ha riso per questo.
it_IT;{name1} loved {content count contents}.;{name1} ha amato {content count contents}.
it_IT;{name1} loved {content1} and {content count other contents}.;{name1} ha amato {content1} e {content count other contents}.
it_IT;{name1} loved {content1} and {content2}.;{name1} ha amato {content1} e {content2}.
it_IT;{name1} loved {content1}.;{name1} ha amato {content1}.
it_IT;{name1} loved {product count products}.;{name1} ha amato {product count products}.
it_IT;{name1} loved {product1} and {product count other products}.;{name1} ha amato {product1} e {product count other products}.
it_IT;{name1} loved {product1} and {product2}.;{name1} ha amato {product1} e {product2}.
it_IT;{name1} loved {product1}.;{name1} ha amato {product1}.
it_IT;{name1} loved a content.;{name1} ha amato un contenuto.
it_IT;{name1} loved a product.;{name1} ha amato un prodotto.
it_IT;{name1} loved this.;{name1} ha amato questo.
it_IT;{name1} needed {product count products}.;{name1} aveva bisogno di {product count products}.
it_IT;{name1} needed {product1} and {product count other products}.;{name1} aveva bisogno di {product1} e {product count other products}.
it_IT;{name1} needed {product1} and {product2}.;{name1} aveva bisogno di {product1} e {product2}.
it_IT;{name1} needed {product1}.;{name1} aveva bisogno di {product1}.
it_IT;{name1} needed a product.;{name1} aveva bisogno di un prodotto.
it_IT;{name1} needed this.;{name1} aveva bisogno di questo.
it_IT;{name1} opposed {content count contents}.;{name1} si è opposto a {content count contents}.
it_IT;{name1} opposed {content1} and {content count other contents}.;{name1} si è opposto a {content1} e {content count other contents}.
it_IT;{name1} opposed {content1} and {content2}.;{name1} si è opposto a {content1} e {content2}.
it_IT;{name1} opposed {content1}.;{name1} si è opposto a {content1}.
it_IT;{name1} opposed a content.;{name1} si è opposto a un contenuto.
it_IT;{name1} opposed this.;{name1} si è opposto a questo.
it_IT;{name1} protested at {content count contents}.;{name1} ha protestato per {content count contents}.
it_IT;{name1} protested at {content1} and {content count other contents}.;{name1} ha protestato per {content1} e {content count other contents}.
it_IT;{name1} protested at {content1} and {content2}.;{name1} ha protestato per {content1} e {content2}.
it_IT;{name1} protested at {content1}.;{name1} ha protestato per {content1}.
it_IT;{name1} protested at a content.;{name1} ha protestato per un contenuto.
it_IT;{name1} protested at this.;{name1} ha protestato per questo.
it_IT;{name1} reacted to {content count contents}.;{name1} ha reagito a {content count contents}.
it_IT;{name1} reacted to {content1} and {content count other contents}.;{name1} ha reagito a {content1} e {content count other contents}.
it_IT;{name1} reacted to {content1} and {content2}.;{name1} ha reagito a {content1} e {content2}.
it_IT;{name1} reacted to {content1}.;{name1} ha reagito a {content1}.
it_IT;{name1} reacted to {product count products}.;{name1} ha reagito a {product count products}.
it_IT;{name1} reacted to {product1} and {product count other products}.;{name1} ha reagito a {product1} e {product count other products}.
it_IT;{name1} reacted to {product1} and {product2}.;{name1} ha reagito a {product1} e {product2}.
it_IT;{name1} reacted to {product1}.;{name1} ha reagito a {product1}.
it_IT;{name1} reacted to a content.;{name1} ha reagito a un contenuto.
it_IT;{name1} reacted to a product.;{name1} ha reagito a un prodotto.
it_IT;{name1} reacted to this.;{name1} ha reagito a questo.
it_IT;{name1} respected {content count contents}.;{name1} ha rispettato {content count contents}.
it_IT;{name1} respected {content1} and {content count other contents}.;{name1} ha rispettato {content1} e {content count other contents}.
it_IT;{name1} respected {content1} and {content2}.;{name1} ha rispettato {content1} e {content2}.
it_IT;{name1} respected {content1}.;{name1} ha rispettato {content1}.
it_IT;{name1} respected a content.;{name1} ha rispettato un contenuto.
it_IT;{name1} respected this.;{name1} ha rispettato questo.
it_IT;{name1} smiled at {content count contents}.;{name1} ha sorriso per {content count contents}.
it_IT;{name1} smiled at {content1} and {content count other contents}.;{name1} ha sorriso per {content1} e {content count other contents}.
it_IT;{name1} smiled at {content1} and {content2}.;{name1} ha sorriso per {content1} e {content2}.
it_IT;{name1} smiled at {content1}.;{name1} ha sorriso per {content1}.
it_IT;{name1} smiled at {product count products}.;{name1} ha sorriso per {product count products}.
it_IT;{name1} smiled at {product1} and {product count other products}.;{name1} ha sorriso per {product1} e {product count other products}.
it_IT;{name1} smiled at {product1} and {product2}.;{name1} ha sorriso per {product1} e {product2}.
it_IT;{name1} smiled at {product1}.;{name1} ha sorriso per {product1}.
it_IT;{name1} smiled at a content.;{name1} ha sorriso per un contenuto.
it_IT;{name1} smiled at a product.;{name1} ha sorriso per un prodotto.
it_IT;{name1} smiled at this.;{name1} ha sorriso per questo.
it_IT;{name1} suggested {content count contents}.;{name1} ha suggerito {content count contents}.
it_IT;{name1} suggested {content1} and {content count other contents}.;{name1} ha suggerito {content1} e {content count other contents}.
it_IT;{name1} suggested {content1} and {content2}.;{name1} ha suggerito {content1} e {content2}.
it_IT;{name1} suggested {content1}.;{name1} ha suggerito {content1}.
it_IT;{name1} suggested {product count products}.;{name1} ha suggerito {product count products}.
it_IT;{name1} suggested {product1} and {product count other products}.;{name1} ha suggerito {product1} e {product count other products}.
it_IT;{name1} suggested {product1} and {product2}.;{name1} ha suggerito {product1} e {product2}.
it_IT;{name1} suggested {product1}.;{name1} ha suggerito {product1}.
it_IT;{name1} suggested a content.;{name1} ha suggerito un contenuto.
it_IT;{name1} suggested a product.;{name1} ha suggerito un prodotto.
it_IT;{name1} suggested this.;{name1} ha suggerito questo.
it_IT;{name1} supported {content count contents}.;{name1} ha supportato {content count contents}.
it_IT;{name1} supported {content1} and {content count other contents}.;{name1} ha supportato {content1} e {content count other contents}.
it_IT;{name1} supported {content1} and {content2}.;{name1} ha supportato {content1} e {content2}.
it_IT;{name1} supported {content1}.;{name1} ha supportato {content1}.
it_IT;{name1} supported a content.;{name1} ha supportato un contenuto.
it_IT;{name1} supported this.;{name1} ha supportato questo.
it_IT;{name1} thought about {content count contents}.;{name1} ha pensato qualcosa su {content count contents}.
it_IT;{name1} thought about {content1} and {content count other contents}.;{name1} ha pensato qualcosa su {content1} e {content count other contents}.
it_IT;{name1} thought about {content1} and {content2}.;{name1} ha pensato qualcosa su {content1} e {content2}.
it_IT;{name1} thought about {content1}.;{name1} ha pensato qualcosa su {content1}.
it_IT;{name1} thought about {product count products}.;{name1} ha pensato qualcosa su {product count products}.
it_IT;{name1} thought about {product1} and {product count other products}.;{name1} ha pensato qualcosa su {product1} e {product count other products}.
it_IT;{name1} thought about {product1} and {product2}.;{name1} ha pensato qualcosa su {product1} e {product2}.
it_IT;{name1} thought about {product1}.;{name1} ha pensato qualcosa su {product1}.
it_IT;{name1} thought about a content.;{name1} ha pensato qualcosa su un contenuto.
it_IT;{name1} thought about a product.;{name1} ha pensato qualcosa su un prodotto.
it_IT;{name1} thought about this.;{name1} ha pensato qualcosa su questo.
it_IT;{name1} wished for {product count products}.;{name1} ha desiderato {product count products}.
it_IT;{name1} wished for {product1} and {product count other products}.;{name1} ha desiderato {product1} e {product count other products}.
it_IT;{name1} wished for {product1} and {product2}.;{name1} ha desiderato {product1} e {product2}.
it_IT;{name1} wished for {product1}.;{name1} ha desiderato {product1}.
it_IT;{name1} wished for a product.;{name1} ha desiderato un prodotto.
it_IT;{name1} wished for this.;{name1} ha desiderato questo.
it_IT;{number} others agreed with this.;{number} altri sono d’accordo con questo.
it_IT;{number} others agreed with this. Be the first of your friends.;{number} altri sono d’accordo con questo. Sii il primo dei tuoi amici.
it_IT;{number} others applauded this.;{number} altri hanno applaudito questo.
it_IT;{number} others applauded this. Be the first of your friends.;{number} altri hanno applaudito questo. Sii il primo dei tuoi amici.
it_IT;{number} others approved this.;{number} altri hanno approvato questo.
it_IT;{number} others approved this. Be the first of your friends.;{number} altri hanno approvato questo. Sii il primo dei tuoi amici.
it_IT;{number} others demanded this.;{number} altri hanno richiesto questo.
it_IT;{number} others demanded this. Be the first of your friends.;{number} altri hanno richiesto questo. Sii il primo dei tuoi amici.
it_IT;{number} others disagreed with this.;{number} altri non sono d’accordo con questo.
it_IT;{number} others disagreed with this. Be the first of your friends.;{number} altri non sono d’accordo con questo. Sii il primo dei tuoi amici.
it_IT;{number} others disapproved this.;{number} altri hanno disapprovato questo.
it_IT;{number} others disapproved this. Be the first of your friends.;{number} altri hanno disapprovato questo. Sii il primo dei tuoi amici.
it_IT;{number} others fancied this.;{number} altri hanno gradito questo.
it_IT;{number} others fancied this. Be the first of your friends.;{number} altri hanno gradito questo. Sii il primo dei tuoi amici.
it_IT;{number} others had this.;{number} altri hanno questo.
it_IT;{number} others had this. Be the first of your friends.;{number} altri hanno questo. Sii il primo dei tuoi amici.
it_IT;{number} others lolled at this.;{number} altri hanno riso per questo.
it_IT;{number} others lolled at this. Be the first of your friends.;{number} altri hanno riso per questo. Sii il primo dei tuoi amici.
it_IT;{number} others loved this.;{number} altri hanno amato questo.
it_IT;{number} others loved this. Be the first of your friends.;{number} altri hanno amato questo. Sii il primo dei tuoi amici.
it_IT;{number} others needed this.;{number} altri avevano bisogno di questo.
it_IT;{number} others needed this. Be the first of your friends.;{number} altri avevano bisogno di questo. Sii il primo dei tuoi amici.
it_IT;{number} others opposed this.;{number} altri si sono opposti a questo.
it_IT;{number} others opposed this. Be the first of your friends.;{number} altri si sono opposti a questo. Sii il primo dei tuoi amici.
it_IT;{number} others protested at this.;{number} altri hanno protestato per questo.
it_IT;{number} others protested at this. Be the first of your friends.;{number} altri hanno protestato per questo. Sii il primo dei tuoi amici.
it_IT;{number} others reacted to this.;{number} altri hanno reagito a questo.
it_IT;{number} others reacted to this. Be the first of your friends.;{number} altri hanno reagito a questo. Puoi essere il primo dei tuoi amici.
it_IT;{number} others respected this.;{number} altri hanno rispetatto questo.
it_IT;{number} others respected this. Be the first of your friends.;{number} altri hanno rispetatto questo. Puoi essere il primo dei tuoi amici.
it_IT;{number} others smiled at this.;{number} altri hanno sorriso per questo.
it_IT;{number} others smiled at this. Be the first of your friends.;{number} altri hanno sorriso per questo. Sii il primo dei tuoi amici.
it_IT;{number} others suggested this.;{number} altri hanno suggerito questo.
it_IT;{number} others suggested this. Be the first of your friends.;{number} altri hanno suggerito questo. Sii il primo dei tuoi amici.
it_IT;{number} others supported this.;{number} altri hanno supportato questo.
it_IT;{number} others supported this. Be the first of your friends.;{number} altri hanno supportato questo. Sii il primo dei tuoi amici.
it_IT;{number} others thought about this.;{number} altri hanno pensato a qualcosa su questo.
it_IT;{number} others thought about this. Be the first of your friends.;{number} altri hanno pensato a qualcosa su questo. Puoi essere il primo dei tuoi amici.
it_IT;{number} others wished for this.;{number} altri hanno desiderato questo.
it_IT;{number} others wished for this. Be the first of your friends.;{number} altri hanno desiderato questo. Sii il primo dei tuoi amici.
it_IT;{product count} other products;{product count} altri prodotti
it_IT;{product count} products;{product count} prodotti
it_IT;1 other agreed with this.;1 altro è d’accordo con questo.
it_IT;1 other agreed with this. Be the first of your friends.;1 altro è d’accordo con questo. Sii il primo dei tuoi amici.
it_IT;1 other applauded this.;1 altro ha applaudito questo.
it_IT;1 other applauded this. Be the first of your friends.;1 altro ha applaudito questo. Sii il primo dei tuoi amici.
it_IT;1 other approved this.;1 altro ha approvato questo.
it_IT;1 other approved this. Be the first of your friends.;1 altro ha approvato questo. Sii il primo dei tuoi amici.
it_IT;1 other demanded this.;1 altro ha richiesto questo.
it_IT;1 other demanded this. Be the first of your friends.;1 altro ha richiesto questo. Sii il primo dei tuoi amici.
it_IT;1 other disagreed with this.;1 altro non è d’accordo con questo.
it_IT;1 other disagreed with this. Be the first of your friends.;1 altro non è d’accordo con questo. Sii il primo dei tuoi amici.
it_IT;1 other disapproved this.;1 altro ha disapprovato questo.
it_IT;1 other disapproved this. Be the first of your friends.;1 altro ha disapprovato questo. Sii il primo dei tuoi amici.
it_IT;1 other fancied this.;1 altro ha gradito questo.
it_IT;1 other fancied this. Be the first of your friends.;1 altro ha gradito questo. Sii il primo dei tuoi amici.
it_IT;1 other had this.;1 altro ha questo.
it_IT;1 other had this. Be the first of your friends.;1 altro ha questo. Sii il primo dei tuoi amici.
it_IT;1 other lolled at this.;1 altro ha riso per questo.
it_IT;1 other lolled at this. Be the first of your friends.;1 altro ha riso per questo. Sii il primo dei tuoi amici.
it_IT;1 other loved this.;1 altro ha amato questo.
it_IT;1 other loved this. Be the first of your friends.;1 altro ha amato questo. Sii il primo dei tuoi amici.
it_IT;1 other needed this.;1 altro aveva bisogno di questo.
it_IT;1 other needed this. Be the first of your friends.;1 altro aveva bisogno di questo. Sii il primo dei tuoi amici.
it_IT;1 other opposed this.;1 altro si è opposto a questo.
it_IT;1 other opposed this. Be the first of your friends.;1 altro si è opposto a questo. Sii il primo dei tuoi amici.
it_IT;1 other protested at this.;1 altro ha protestato per questo.
it_IT;1 other protested at this. Be the first of your friends.;1 altro ha protestato per questo. Sii il primo dei tuoi amici.
it_IT;1 other reacted to this.;1 altro ha reagito a questo.
it_IT;1 other reacted to this. Be the first of your friends.;1 altro ha reagito a questo. Puoi essere il primo dei tuoi amici.
it_IT;1 other respected this.;1 altro ha rispetatto questo.
it_IT;1 other respected this. Be the first of your friends.;1 altro ha rispetatto questo. Puoi essere il primo dei tuoi amici.
it_IT;1 other smiled at this.;1 altro ha sorriso per questo.
it_IT;1 other smiled at this. Be the first of your friends.;1 altro ha sorriso per questo. Sii il primo dei tuoi amici.
it_IT;1 other suggested this.;1 altro ha suggerito questo.
it_IT;1 other suggested this. Be the first of your friends.;1 altro ha suggerito questo. Sii il primo dei tuoi amici.
it_IT;1 other supported this.;1 altro ha supportato questo.
it_IT;1 other supported this. Be the first of your friends.;1 altro ha supportato questo. Sii il primo dei tuoi amici.
it_IT;1 other thought about this.;1 altro ha pensato qualcosa su questo. Sii il primo dei tuoi amici.
it_IT;1 other thought about this. Be the first of your friends.;1 altro ha pensato qualcosa su questo. Puoi essere il primo dei tuoi amici.
it_IT;1 other wished for this.;1 altro ha desiderato questo.
it_IT;1 other wished for this. Be the first of your friends.;1 altro ha desiderato questo. Sii il primo dei tuoi amici.
it_IT;a content {name} agreed with;un contenuto con cui {name} è d’accordo
it_IT;a content {name} applauded;un contenuto che {name} ha applaudito
it_IT;a content {name} approved;un contenuto che {name} ha approvato
it_IT;a content {name} disagreed with;un contenuto con cui {name} non è d’accordo
it_IT;a content {name} disapproved;un contenuto che {name} ha disapprovato
it_IT;a content {name} lolled at;un contenuto per cui {name} ha riso
it_IT;a content {name} loved;un contenuto che {name} ha amato
it_IT;a content {name} opposed;un contenuto a cui {name} si è opposto 
it_IT;a content {name} protested at;un contenuto per cui {name} ha protestato
it_IT;a content {name} reacted to;un contenuto per cui {name} ha reagito
it_IT;a content {name} respected;un contenuto per cui {name} ha rispetatto
it_IT;a content {name} smiled at;un contenuto per cui {name} ha sorriso
it_IT;a content {name} suggested;un contenuto che {name} ha suggerito
it_IT;a content {name} supported;un contenuto che {name} ha supportato
it_IT;a content {name} thought about;un contenuto per cui {name} ha pensato qualcosa
it_IT;a content he agreed with;Un contenuto con cui lui è d’accordo
it_IT;a content he applauded;un contenuto che lui ha applaudito
it_IT;a content he approved;un contenuto che lui ha approvato
it_IT;a content he disagreed with;un contenuto con cui lui non è d’accordo
it_IT;a content he disapproved;un contenuto che lui ha disapprovato
it_IT;a content he lolled at;un contenuto per cui lui ha riso
it_IT;a content he loved;un contenuto che lui ha amato
it_IT;a content he opposed;un contenuto a cui lui si è opposto
it_IT;a content he protested at;un contenuto per cui lui ha protestato
it_IT;a content he reacted to;un contenuto per cui lui ha reagito
it_IT;a content he respected;un contenuto che lui ha rispetatto
it_IT;a content he smiled at;un contenuto per cui lui ha sorriso
it_IT;a content he suggested;un contenuto che lui ha suggerito
it_IT;a content he supported;un contenuto che lui ha supportato
it_IT;a content he thought about;un contenuto per cui lui ha pensato qualcosa
it_IT;a content she agreed with;un contenuto con cui lei è d’accordo
it_IT;a content she applauded;un contenuto che lei ha applaudito
it_IT;a content she approved;un contenuto che lei ha approvato
it_IT;a content she disagreed with;un contenuto con cui lei non è d’accordo
it_IT;a content she disapproved;un contenuto che lei ha disapprovato
it_IT;a content she lolled at;un contenuto per cui lei ha riso
it_IT;a content she loved;un contenuto che lei ha amato
it_IT;a content she opposed;un contenuto a cui lei si è opposta
it_IT;a content she protested at;un contenuto per cui lei ha protestato
it_IT;a content she reacted to;un contenuto per cui lei ha reagito
it_IT;a content she respected;un contenuto che lei ha rispettato
it_IT;a content she smiled at;un contenuto per cui lei ha sorriso
it_IT;a content she suggested;un contenuto che lei ha suggerito
it_IT;a content she supported;un contenuto che lei ha supportato
it_IT;a content she thought about;un contenuto per cui lei ha pensato qualcosa
it_IT;a content they agreed with;un contenuto con cui loro sono d’accordo
it_IT;a content they applauded;un contenuto che loro hanno applaudito
it_IT;a content they approved;un contenuto che loro hanno approvato
it_IT;a content they disagreed with;un contenuto con cui loro non sono d’accordo
it_IT;a content they disapproved;un contenuto che loro hanno disapprovato
it_IT;a content they lolled at;un contenuto per cui loro hanno riso
it_IT;a content they loved;un contenuto che loro hanno amato
it_IT;a content they opposed;un contenuto a cui loro si sono opposti
it_IT;a content they protested at;un contenuto per cui loro hanno protestato
it_IT;a content they reacted to;un contenuto che loro hanno reagito
it_IT;a content they respected;un contenuto che loro hanno rispettato
it_IT;a content they smiled at;un contenuto per cui loro hanno sorriso
it_IT;a content they suggested;un contenuto che loro hanno suggerito
it_IT;a content they supported;un contenuto che loro hanno supportato
it_IT;a content they thought about;un contenuto per cui loro hanno pensato qualcosa
it_IT;a content you agreed with;un contenuto con cui tu sei d’accordo
it_IT;a content you applauded;un contenuto che tu hai applaudito
it_IT;a content you approved;un contenuto che tu hai approvato
it_IT;a content you disagreed with;un contenuto con cui tu non sei d’accordo
