language;original_sentence;translated sentence
pt_BR;{name1} and {name2} reacted to {product count products}.;{name1} e {name2} reagiram a {product count products}.
pt_BR;{name1} and {name2} reacted to {product1} and {product count other products}.;{name1} e {name2} reagiram a {product1} e {product count other products}.
pt_BR;{name1} and {name2} reacted to {product1} and {product2}.;{name1} e {name2} reagiram a {product1} e {product2}.
pt_BR;{name1} and {name2} reacted to {product1}.;{name1} e {name2} reagiram a {product1}.
pt_BR;{name1} and {name2} reacted to a content.;{name1} e {name2} reagiram a um conteúdo.
pt_BR;{name1} and {name2} reacted to a product.;{name1} e {name2} reagiram a um produto.
pt_BR;{name1} and {name2} reacted to this.;{name1} e {name2} reagiram a isto.
pt_BR;{name1} and {name2} respected {content count contents}.;{name1} e {name2} respeitam {content count contents}.
pt_BR;{name1} and {name2} respected {content1} and {content count other contents}.;{name1} e {name2} respeitam {content1} e {content count other contents}.
pt_BR;{name1} and {name2} respected {content1} and {content2}.;{name1} e {name2} respeitam {content1} e {content2}.
pt_BR;{name1} and {name2} respected {content1}.;{name1} e {name2} respeitam {content1}.
pt_BR;{name1} and {name2} respected a content.;{name1} e {name2} respeitam um conteúdo.
pt_BR;{name1} and {name2} respected this.;{name1} e {name2} respeitam isto.
pt_BR;{name1} and {name2} smiled at {content count contents}.;{name1} e {name2} sorriram a {content count contents}.
pt_BR;{name1} and {name2} smiled at {content1} and {content count other contents}.;{name1} e {name2} sorriram a {content1} e {content count other contents}.
pt_BR;{name1} and {name2} smiled at {content1} and {content2}.;{name1} e {name2} sorriram a {content1} e {content2}.
pt_BR;{name1} and {name2} smiled at {content1}.;{name1} e {name2} sorriram a {content1}.
pt_BR;{name1} and {name2} smiled at {product count products}.;{name1} e {name2} sorriram a {product count products}.
pt_BR;{name1} and {name2} smiled at {product1} and {product count other products}.;{name1} e {name2} sorriram a {product1} e {product count other products}.
pt_BR;{name1} and {name2} smiled at {product1} and {product2}.;{name1} e {name2} sorriram a {product1} e {product2}.
pt_BR;{name1} and {name2} smiled at {product1}.;{name1} e {name2} sorriram a {product1}.
pt_BR;{name1} and {name2} smiled at a content.;{name1} e {name2} sorriram a um conteúdo.
pt_BR;{name1} and {name2} smiled at a product.;{name1} e {name2} sorriram a um produto.
pt_BR;{name1} and {name2} smiled at this.;{name1} e {name2} sorriram a isto.
pt_BR;{name1} and {name2} suggested {content count contents}.;{name1} e {name2} sorriram a {content count contents}.
pt_BR;{name1} and {name2} suggested {content1} and {content count other contents}.;{name1} e {name2} sorriram a {content1} e {content count other contents}.
pt_BR;{name1} and {name2} suggested {content1} and {content2}.;{name1} e {name2} sorriram a {content1} e {content2}.
pt_BR;{name1} and {name2} suggested {content1}.;{name1} e {name2} sorriram a {content1}.
pt_BR;{name1} and {name2} suggested {product count products}.;{name1} e {name2} sorriram a {product count products}.
pt_BR;{name1} and {name2} suggested {product1} and {product count other products}.;{name1} e {name2} sorriram a {product1} e {product count other products}.
pt_BR;{name1} and {name2} suggested {product1} and {product2}.;{name1} e {name2} sorriram a {product1} e {product2}.
pt_BR;{name1} and {name2} suggested {product1}.;{name1} e {name2} sorriram a {product1}.
pt_BR;{name1} and {name2} suggested a content.;{name1} e {name2} sorriram a um conteúdo.
pt_BR;{name1} and {name2} suggested a product.;{name1} e {name2} sorriram a um produto.
pt_BR;{name1} and {name2} suggested this.;{name1} e {name2} sorriram a isto.
pt_BR;{name1} and {name2} supported {content count contents}.;{name1} e {name2} apoiam {content count contents}.
pt_BR;{name1} and {name2} supported {content1} and {content count other contents}.;{name1} e {name2} apoiam {content1} e {content count other contents}.
pt_BR;{name1} and {name2} supported {content1} and {content2}.;{name1} e {name2} apoiam {content1} e {content2}.
pt_BR;{name1} and {name2} supported {content1}.;{name1} e {name2} apoiam {content1}.
pt_BR;{name1} and {name2} supported a content.;{name1} e {name2} apoiam um conteúdo.
pt_BR;{name1} and {name2} supported this.;{name1} e {name2} apoiam isto.
pt_BR;{name1} and {name2} thought about {content count contents}.;{name1} e {name2} pensaram algo acerca de {content count contents}.
pt_BR;{name1} and {name2} thought about {content1} and {content count other contents}.;{name1} e {name2} pensaram algo acerca de {content1} e {content count other contents}.
pt_BR;{name1} and {name2} thought about {content1} and {content2}.;{name1} e {name2} pensaram algo acerca de {content1} e {content2}.
pt_BR;{name1} and {name2} thought about {content1}.;{name1} e {name2} pensaram algo acerca de {content1}.
pt_BR;{name1} and {name2} thought about {product count products}.;{name1} e {name2} pensaram algo acerca de {product count products}.
pt_BR;{name1} and {name2} thought about {product1} and {product count other products}.;{name1} e {name2} pensaram algo acerca de {product1} e {product count other products}.
pt_BR;{name1} and {name2} thought about {product1} and {product2}.;{name1} e {name2} pensaram algo acerca de {product1} e {product2}.
pt_BR;{name1} and {name2} thought about {product1}.;{name1} e {name2} pensaram algo acerca de {product1}.
pt_BR;{name1} and {name2} thought about a content.;{name1} e {name2} pensaram algo acerca de um conteúdo.
pt_BR;{name1} and {name2} thought about a product.;{name1} e {name2} pensaram algo acerca de um produto.
pt_BR;{name1} and {name2} thought about this.;{name1} e {name2} pensaram algo acerca de isto.
pt_BR;{name1} and {name2} wished for {product count products}.;{name1} e {name2} desejam {product count products}.
pt_BR;{name1} and {name2} wished for {product1} and {product count other products}.;{name1} e {name2} desejam {product1} e {product count other products}.
pt_BR;{name1} and {name2} wished for {product1} and {product2}.;{name1} e {name2} desejam {product1} e {product2}.
pt_BR;{name1} and {name2} wished for {product1}.;{name1} e {name2} desejam {product1}.
pt_BR;{name1} and {name2} wished for a product.;{name1} e {name2} desejam um produto.
pt_BR;{name1} and {name2} wished for this.;{name1} e {name2} desejam isto.
pt_BR;{name1} applauded {content count contents}.;{name1} aplaudiu {content count contents}.
pt_BR;{name1} applauded {content1} and {content count other contents}.;{name1} aplaudiu {content1} e {content count other contents}.
pt_BR;{name1} applauded {content1} and {content2}.;{name1} aplaudiu {content1} e {content2}.
pt_BR;{name1} applauded {content1}.;{name1} aplaudiu {content1}.
pt_BR;{name1} applauded a content.;{name1} aplaudiu um conteúdo.
pt_BR;{name1} applauded this.;{name1} aplaudiu isto.
pt_BR;{name1} approved {content count contents}.;{name1} aprovou {content count contents}.
pt_BR;{name1} approved {content1} and {content count other contents}.;{name1} aprovou {content1} e {content count other contents}.
pt_BR;{name1} approved {content1} and {content2}.;{name1} aprovou {content1} e {content2}.
pt_BR;{name1} approved {content1}.;{name1} aprovou {content1}.
pt_BR;{name1} approved a content.;{name1} aprovou um conteúdo.
pt_BR;{name1} approved this.;{name1} aprovou isto.
pt_BR;{name1} demanded {product count products}.;{name1} exigiu {product count products}.
pt_BR;{name1} demanded {product1} and {product count other products}.;{name1} exigiu {product1} e {product count other products}.
pt_BR;{name1} demanded {product1} and {product2}.;{name1} exigiu {product1} e {product2}.
pt_BR;{name1} demanded {product1}.;{name1} exigiu {product1}.
pt_BR;{name1} demanded a product.;{name1} exigiu um produto.
pt_BR;{name1} demanded this.;{name1} exigiu isto.
pt_BR;{name1} disagreed with {content count contents}.;{name1} discordou de {content count contents}.
pt_BR;{name1} disagreed with {content1} and {content count other contents}.;{name1} discordou de {content1} e {content count other contents}.
pt_BR;{name1} disagreed with {content1} and {content2}.;{name1} discordou de {content1} e {content2}.
pt_BR;{name1} disagreed with {content1}.;{name1} discordou de {content1}.
pt_BR;{name1} disagreed with a content.;{name1} discordou de um conteúdo.
pt_BR;{name1} disagreed with this.;{name1} discordou de isto.
pt_BR;{name1} disapproved {content count contents}.;{name1} desaprova {content count contents}.
pt_BR;{name1} disapproved {content1} and {content count other contents}.;{name1} desaprova {content1} e {content count other contents}.
pt_BR;{name1} disapproved {content1} and {content2}.;{name1} desaprova {content1} e {content2}.
pt_BR;{name1} disapproved {content1}.;{name1} desaprova {content1}.
pt_BR;{name1} disapproved a content.;{name1} desaprova um conteúdo.
pt_BR;{name1} disapproved this.;{name1} desaprova isto.
pt_BR;{name1} fancied {product count products}.;{name1} curtiu {product count products}.
pt_BR;{name1} fancied {product1} and {product count other products}.;{name1} curtiu {product1} e {product count other products}.
pt_BR;{name1} fancied {product1} and {product2}.;{name1} curtiu {product1} e {product2}.
pt_BR;{name1} fancied {product1}.;{name1} curtiu {product1}.
pt_BR;{name1} fancied a product.;{name1} curtiu um produto.
pt_BR;{name1} fancied this.;{name1} curtiu isto.
pt_BR;{name1} had {product count products}.;{name1} tem {product count products}.
pt_BR;{name1} had {product1} and {product count other products}.;{name1} tem {product1} e {product count other products}.
pt_BR;{name1} had {product1} and {product2}.;{name1} tem {product1} e {product2}.
pt_BR;{name1} had {product1}.;{name1} tem {product1}.
pt_BR;{name1} had a product.;{name1} tem um produto.
pt_BR;{name1} had this.;{name1} tem isto.
pt_BR;{name1} lolled at {content count contents}.;{name1} riu às gargalhadas de {content count contents}.
pt_BR;{name1} lolled at {content1} and {content count other contents}.;{name1} riu às gargalhadas de {content1} e {content count other contents}.
pt_BR;{name1} lolled at {content1} and {content2}.;{name1} riu às gargalhadas de {content1} e {content2}.
pt_BR;{name1} lolled at {content1}.;{name1} riu às gargalhadas de {content1}.
pt_BR;{name1} lolled at {product count products}.;{name1} riu às gargalhadas de {product count products}.
pt_BR;{name1} lolled at {product1} and {product count other products}.;{name1} riu às gargalhadas de {product1} e {product count other products}.
pt_BR;{name1} lolled at {product1} and {product2}.;{name1} riu às gargalhadas de {product1} e {product2}.
pt_BR;{name1} lolled at {product1}.;{name1} riu às gargalhadas de {product1}.
pt_BR;{name1} lolled at a content.;{name1} riu às gargalhadas de um conteúdo.
pt_BR;{name1} lolled at a product.;{name1} riu às gargalhadas de um produto.
pt_BR;{name1} lolled at this.;{name1} riu às gargalhadas de isto.
pt_BR;{name1} loved {content count contents}.;{name1} amou {content count contents}.
pt_BR;{name1} loved {content1} and {content count other contents}.;{name1} amou {content1} e {content count other contents}.
pt_BR;{name1} loved {content1} and {content2}.;{name1} amou {content1} e {content2}.
pt_BR;{name1} loved {content1}.;{name1} amou {content1}.
pt_BR;{name1} loved {product count products}.;{name1} amou {product count products}.
pt_BR;{name1} loved {product1} and {product count other products}.;{name1} amou {product1} e {product count other products}.
pt_BR;{name1} loved {product1} and {product2}.;{name1} amou {product1} e {product2}.
pt_BR;{name1} loved {product1}.;{name1} amou {product1}.
pt_BR;{name1} loved a content.;{name1} amou um conteúdo.
pt_BR;{name1} loved a product.;{name1} amou um produto.
pt_BR;{name1} loved this.;{name1} amou isto.
pt_BR;{name1} needed {product count products}.;{name1} necessita {product count products}.
pt_BR;{name1} needed {product1} and {product count other products}.;{name1} necessita {product1} e {product count other products}.
pt_BR;{name1} needed {product1} and {product2}.;{name1} necessita {product1} e {product2}.
pt_BR;{name1} needed {product1}.;{name1} necessita {product1}.
pt_BR;{name1} needed a product.;{name1} necessita um produto.
pt_BR;{name1} needed this.;{name1} necessita isto.
pt_BR;{name1} opposed {content count contents}.;{name1} opõe-se a {content count contents}.
pt_BR;{name1} opposed {content1} and {content count other contents}.;{name1} opõe-se a {content1} e {content count other contents}.
pt_BR;{name1} opposed {content1} and {content2}.;{name1} opõe-se a {content1} e {content2}.
pt_BR;{name1} opposed {content1}.;{name1} opõe-se a {content1}.
pt_BR;{name1} opposed a content.;{name1} opõe-se a um conteúdo.
pt_BR;{name1} opposed this.;{name1} opõe-se a isto.
pt_BR;{name1} protested at {content count contents}.;{name1} protestou contra {content count contents}.
pt_BR;{name1} protested at {content1} and {content count other contents}.;{name1} protestou contra {content1} e {content count other contents}.
pt_BR;{name1} protested at {content1} and {content2}.;{name1} protestou contra {content1} e {content2}.
pt_BR;{name1} protested at {content1}.;{name1} protestou contra {content1}.
pt_BR;{name1} protested at a content.;{name1} protestou contra um conteúdo.
pt_BR;{name1} protested at this.;{name1} protestou contra isto.
pt_BR;{name1} reacted to {content count contents}.;{name1} reagiu a {content count contents}.
pt_BR;{name1} reacted to {content1} and {content count other contents}.;{name1} reagiu a {content1} e {content count other contents}.
pt_BR;{name1} reacted to {content1} and {content2}.;{name1} reagiu a {content1} e {content2}.
pt_BR;{name1} reacted to {content1}.;{name1} reagiu a {content1}.
pt_BR;{name1} reacted to {product count products}.;{name1} reagiu a {product count products}.
pt_BR;{name1} reacted to {product1} and {product count other products}.;{name1} reagiu a {product1} e {product count other products}.
pt_BR;{name1} reacted to {product1} and {product2}.;{name1} reagiu a {product1} e {product2}.
pt_BR;{name1} reacted to {product1}.;{name1} reagiu a {product1}.
pt_BR;{name1} reacted to a content.;{name1} reagiu a um conteúdo.
pt_BR;{name1} reacted to a product.;{name1} reagiu a um produto.
pt_BR;{name1} reacted to this.;{name1} reagiu a isto.
pt_BR;{name1} respected {content count contents}.;{name1} respeita {content count contents}.
pt_BR;{name1} respected {content1} and {content count other contents}.;{name1} respeita {content1} e {content count other contents}.
pt_BR;{name1} respected {content1} and {content2}.;{name1} respeita {content1} e {content2}.
pt_BR;{name1} respected {content1}.;{name1} respeita {content1}.
pt_BR;{name1} respected a content.;{name1} respeita um conteúdo.
pt_BR;{name1} respected this.;{name1} respeita isto.
pt_BR;{name1} smiled at {content count contents}.;{name1} sorriu a {content count contents}.
pt_BR;{name1} smiled at {content1} and {content count other contents}.;{name1} sorriu a {content1} e {content count other contents}.
pt_BR;{name1} smiled at {content1} and {content2}.;{name1} sorriu a {content1} e {content2}.
pt_BR;{name1} smiled at {content1}.;{name1} sorriu a {content1}.
pt_BR;{name1} smiled at {product count products}.;{name1} sorriu a {product count products}.
pt_BR;{name1} smiled at {product1} and {product count other products}.;{name1} sorriu a {product1} e {product count other products}.
pt_BR;{name1} smiled at {product1} and {product2}.;{name1} sorriu a {product1} e {product2}.
pt_BR;{name1} smiled at {product1}.;{name1} sorriu a {product1}.
pt_BR;{name1} smiled at a content.;{name1} sorriu a um conteúdo.
pt_BR;{name1} smiled at a product.;{name1} sorriu a um produto.
pt_BR;{name1} smiled at this.;{name1} sorriu a isto.
pt_BR;{name1} suggested {content count contents}.;{name1} recomenda {content count contents}.
pt_BR;{name1} suggested {content1} and {content count other contents}.;{name1} recomenda {content1} e {content count other contents}.
pt_BR;{name1} suggested {content1} and {content2}.;{name1} recomenda {content1} e {content2}.
pt_BR;{name1} suggested {content1}.;{name1} recomenda {content1}.
pt_BR;{name1} suggested {product count products}.;{name1} recomenda {product count products}.
pt_BR;{name1} suggested {product1} and {product count other products}.;{name1} recomenda {product1} e {product count other products}.
pt_BR;{name1} suggested {product1} and {product2}.;{name1} recomenda {product1} e {product2}.
pt_BR;{name1} suggested {product1}.;{name1} recomenda {product1}.
pt_BR;{name1} suggested a content.;{name1} recomenda um conteúdo.
pt_BR;{name1} suggested a product.;{name1} recomenda um produto.
pt_BR;{name1} suggested this.;{name1} recomenda isto.
pt_BR;{name1} supported {content count contents}.;{name1} apoia {content count contents}.
pt_BR;{name1} supported {content1} and {content count other contents}.;{name1} apoia {content1} e {content count other contents}.
pt_BR;{name1} supported {content1} and {content2}.;{name1} apoia {content1} e {content2}.
pt_BR;{name1} supported {content1}.;{name1} apoia {content1}.
pt_BR;{name1} supported a content.;{name1} apoia um conteúdo.
pt_BR;{name1} supported this.;{name1} apoia isto.
pt_BR;{name1} thought about {content count contents}.;{name1} pensou algo sobre {content count contents}.
pt_BR;{name1} thought about {content1} and {content count other contents}.;{name1} pensou algo sobre {content1} e {content count other contents}.
pt_BR;{name1} thought about {content1} and {content2}.;{name1} pensou algo sobre {content1} e {content2}.
pt_BR;{name1} thought about {content1}.;{name1} pensou algo sobre {content1}.
pt_BR;{name1} thought about {product count products}.;{name1} pensou algo sobre {product count products}.
pt_BR;{name1} thought about {product1} and {product count other products}.;{name1} pensou algo sobre {product1} e {product count other products}.
pt_BR;{name1} thought about {product1} and {product2}.;{name1} pensou algo sobre {product1} e {product2}.
pt_BR;{name1} thought about {product1}.;{name1} pensou algo sobre {product1}.
pt_BR;{name1} thought about a content.;{name1} pensou algo sobre um conteúdo.
pt_BR;{name1} thought about a product.;{name1} pensou algo sobre um produto.
pt_BR;{name1} thought about this.;{name1} pensou algo sobre isto.
pt_BR;{name1} wished for {product count products}.;{name1} deseja {product count products}.
pt_BR;{name1} wished for {product1} and {product count other products}.;{name1} deseja {product1} e {product count other products}.
pt_BR;{name1} wished for {product1} and {product2}.;{name1} deseja {product1} e {product2}.
pt_BR;{name1} wished for {product1}.;{name1} deseja {product1}.
pt_BR;{name1} wished for a product.;{name1} deseja um produto.
pt_BR;{name1} wished for this.;{name1} deseja isto.
pt_BR;{number} others agreed with this.;{number} outros concordam com isto.
pt_BR;{number} others agreed with this. Be the first of your friends.;{number} outros concordam com isto. Seja o primeiro de seus amigos.
pt_BR;{number} others applauded this.;{number} outros aplaudiram isto.
pt_BR;{number} others applauded this. Be the first of your friends.;{number} outros aplaudiram isto. Seja o primeiro de seus amigos.
pt_BR;{number} others approved this.;{number} outros aprovam isto.
pt_BR;{number} others approved this. Be the first of your friends.;{number} outros aprovam isto. Seja o primeiro de seus amigos.
pt_BR;{number} others demanded this.;{number} outros exigiram isto.
pt_BR;{number} others demanded this. Be the first of your friends.;{number} outros exigiram isto. Seja o primeiro de seus amigos.
pt_BR;{number} others disagreed with this.;{number} outros discordam de isto.
pt_BR;{number} others disagreed with this. Be the first of your friends.;{number} outros discordam de isto. Seja o primeiro de seus amigos.
pt_BR;{number} others disapproved this.;{number} outros desaprovam isto.
pt_BR;{number} others disapproved this. Be the first of your friends.;{number} outros desaprovam isto. Seja o primeiro de seus amigos.
pt_BR;{number} others fancied this.;{number} outros curtiram isto.
pt_BR;{number} others fancied this. Be the first of your friends.;{number} outros curtiram isto. Seja o primeiro de seus amigos.
pt_BR;{number} others had this.;{number} outros têm isto.
pt_BR;{number} others had this. Be the first of your friends.;{number} outros têm isto. Seja o primeiro de seus amigos.
pt_BR;{number} others lolled at this.;{number} outros riram à gargalhada de isto.
pt_BR;{number} others lolled at this. Be the first of your friends.;{number} outros riram à gargalhada de isto. Seja o primeiro de seus amigos.
pt_BR;{number} others loved this.;{number} outros amam isto.
pt_BR;{number} others loved this. Be the first of your friends.;{number} outros amam isto. Seja o primeiro de seus amigos.
pt_BR;{number} others needed this.;{number} outros necessitam de isto.
pt_BR;{number} others needed this. Be the first of your friends.;{number} outros necessitam de isto. Seja o primeiro de seus amigos.
pt_BR;{number} others opposed this.;{number} outros opõem-se a isto.
pt_BR;{number} others opposed this. Be the first of your friends.;{number} outros opõem-se a isto. Seja o primeiro de seus amigos.
pt_BR;{number} others protested at this.;{number} outros protestam contra isto.
pt_BR;{number} others protested at this. Be the first of your friends.;{number} outros protestam contra isto. Seja o primeiro de seus amigos.
pt_BR;{number} others reacted to this.;{number} outros reagiram a isto.
pt_BR;{number} others reacted to this. Be the first of your friends.;{number} outros reagiram a isto. Seja o primeiro de seus amigos.
pt_BR;{number} others respected this.;{number} outros respeitam isto.
pt_BR;{number} others respected this. Be the first of your friends.;{number} outros respeitam isto. Seja o primeiro de seus amigos.
pt_BR;{number} others smiled at this.;{number} outros sorriram a isto.
pt_BR;{number} others smiled at this. Be the first of your friends.;{number} outros sorriram a isto. Seja o primeiro de seus amigos.
pt_BR;{number} others suggested this.;{number} outros sorriram a isto.
pt_BR;{number} others suggested this. Be the first of your friends.;{number} outros sorriram a isto. Seja o primeiro de seus amigos.
pt_BR;{number} others supported this.;{number} outros apoiam isto.
pt_BR;{number} others supported this. Be the first of your friends.;{number} outros apoiam isto. Seja o primeiro de seus amigos.
pt_BR;{number} others thought about this.;{number} outros pensaram algo acerca de isto.
pt_BR;{number} others thought about this. Be the first of your friends.;{number} outros pensaram algo acerca de isto. Seja o primeiro de seus amigos.
pt_BR;{number} others wished for this.;{number} outros desejam isto.
pt_BR;{number} others wished for this. Be the first of your friends.;{number} outros desejam isto. Seja o primeiro de seus amigos.
pt_BR;{product count} other products;{product count} outros produtos
pt_BR;{product count} products;{product count} produtos
pt_BR;1 other agreed with this.;1 outro concordou com isto.
pt_BR;1 other agreed with this. Be the first of your friends.;1 outro concordou com isto. Seja o primeiro de seus amigos.
pt_BR;1 other applauded this.;1 outro aplaudiu isto.
pt_BR;1 other applauded this. Be the first of your friends.;1 outro aplaudiu isto. Seja o primeiro de seus amigos.
pt_BR;1 other approved this.;1 outro aprovou isto.
pt_BR;1 other approved this. Be the first of your friends.;1 outro aprovou isto. Seja o primeiro de seus amigos.
pt_BR;1 other demanded this.;1 outro exigiu isto.
pt_BR;1 other demanded this. Be the first of your friends.;1 outro exigiu isto. Seja o primeiro de seus amigos.
pt_BR;1 other disagreed with this.;1 outro discordou de isto.
pt_BR;1 other disagreed with this. Be the first of your friends.;1 outro discordou de isto. Seja o primeiro de seus amigos.
pt_BR;1 other disapproved this.;1 outro desaprova isto.
pt_BR;1 other disapproved this. Be the first of your friends.;1 outro desaprova isto. Seja o primeiro de seus amigos.
pt_BR;1 other fancied this.;1 outro curtiu isto.
pt_BR;1 other fancied this. Be the first of your friends.;1 outro curtiu isto. Seja o primeiro de seus amigos.
pt_BR;1 other had this.;1 outro tem isto.
pt_BR;1 other had this. Be the first of your friends.;1 outro tem isto. Seja o primeiro de seus amigos.
pt_BR;1 other lolled at this.;1 outro riu às gargalhadas de isto.
pt_BR;1 other lolled at this. Be the first of your friends.;1 outro riu às gargalhadas de isto. Seja o primeiro de seus amigos.
pt_BR;1 other loved this.;1 outro amou isto.
pt_BR;1 other loved this. Be the first of your friends.;1 outro amou isto. Seja o primeiro de seus amigos.
pt_BR;1 other needed this.;1 outro necessita isto.
pt_BR;1 other needed this. Be the first of your friends.;1 outro necessita isto. Seja o primeiro de seus amigos.
pt_BR;1 other opposed this.;1 outro opõe-se a isto.
pt_BR;1 other opposed this. Be the first of your friends.;1 outro opõe-se a isto. Seja o primeiro de seus amigos.
pt_BR;1 other protested at this.;1 outro protestou contra isto.
pt_BR;1 other protested at this. Be the first of your friends.;1 outro protestou contra isto. Seja o primeiro de seus amigos.
pt_BR;1 other reacted to this.;1 outro reagiu a isto.
pt_BR;1 other reacted to this. Be the first of your friends.;1 outro reagiu a isto. Seja o primeiro de seus amigos.
pt_BR;1 other respected this.;1 outro respeita isto.
pt_BR;1 other respected this. Be the first of your friends.;1 outro respeita isto. Seja o primeiro de seus amigos.
pt_BR;1 other smiled at this.;1 outro sorriu a isto.
pt_BR;1 other smiled at this. Be the first of your friends.;1 outro sorriu a isto. Seja o primeiro de seus amigos.
pt_BR;1 other suggested this.;1 outro recomenda isto.
pt_BR;1 other suggested this. Be the first of your friends.;1 outro recomenda isto. Seja o primeiro de seus amigos.
pt_BR;1 other supported this.;1 outro apoia isto.
pt_BR;1 other supported this. Be the first of your friends.;1 outro apoia isto. Seja o primeiro de seus amigos.
pt_BR;1 other thought about this.;1 outro pensou algo sobre isto.
pt_BR;1 other thought about this. Be the first of your friends.;1 outro pensou algo sobre isto. Seja o primeiro de seus amigos.
pt_BR;1 other wished for this.;1 outro deseja isto.
pt_BR;1 other wished for this. Be the first of your friends.;1 outro deseja isto. Seja o primeiro de seus amigos.
pt_BR;a content {name} agreed with;um conteúdo com o qual {name} concorda
pt_BR;a content {name} applauded;um conteúdo que {name} aplaudiu
pt_BR;a content {name} approved;um conteúdo que {name} aprova
pt_BR;a content {name} disagreed with;um conteúdo com o qual {name} discorda
pt_BR;a content {name} disapproved;um conteúdo que {name} desaprova
pt_BR;a content {name} lolled at;um conteúdo com o qual {name} riu às gargalhadas
pt_BR;a content {name} loved;um conteúdo que {name} ama
pt_BR;a content {name} opposed;um conteúdo ao qual {name} se opõe
pt_BR;a content {name} protested at;um conteúdo com o qual {name} protestou
pt_BR;a content {name} reacted to;um conteúdo ao o qual {name} reagiu
pt_BR;a content {name} respected;um conteúdo que {name} respeita
pt_BR;a content {name} smiled at;um conteúdo com o qual {name} riu às gargalhadas
pt_BR;a content {name} suggested;um conteúdo que {name} recomenda
pt_BR;a content {name} supported;um conteúdo que {name} apoia
pt_BR;a content {name} thought about;um conteúdo sobre o qual {name} pensou algo
pt_BR;a content he agreed with;um conteúdo com o qual ele concorda
pt_BR;a content he applauded;um conteúdo que ele aplaudiu
pt_BR;a content he approved;um conteúdo que ele aprova
pt_BR;a content he disagreed with;um conteúdo com o qual ele discorda
pt_BR;a content he disapproved;um conteúdo que ele desaprova
pt_BR;a content he lolled at;um conteúdo com o qual ele riu às gargalhadas
pt_BR;a content he loved;um conteúdo que ele ama
pt_BR;a content he opposed;um conteúdo ao o qual ele se opõe
pt_BR;a content he protested at;um conteúdo contra o qual ele protestou
pt_BR;a content he reacted to;um conteúdo ao o qual ele reagiu
pt_BR;a content he respected;um conteúdo que ele respeita
pt_BR;a content he smiled at;um conteúdo com o qual ele riu às gargalhadas
pt_BR;a content he suggested;um conteúdo que ele recomenda
pt_BR;a content he supported;um conteúdo que ele apoia
pt_BR;a content he thought about;um conteúdo sobre o qual ele pensou algo
pt_BR;a content she agreed with;um conteúdo com o qual ela concorda
pt_BR;a content she applauded;um conteúdo que ela aplaudiu
pt_BR;a content she approved;um conteúdo que ela aprova
pt_BR;a content she disagreed with;um conteúdo com o qual ela discorda
pt_BR;a content she disapproved;um conteúdo que ela desaprova
pt_BR;a content she lolled at;um conteúdo com o qual ela riu às gargalhadas
pt_BR;a content she loved;um conteúdo que ela ama
pt_BR;a content she opposed;um conteúdo ao o qual ela se opõe
pt_BR;a content she protested at;um conteúdo contra o qual ela protestou
pt_BR;a content she reacted to;um conteúdo ao o qual ela reagiu
pt_BR;a content she respected;um conteúdo que ela respeita
pt_BR;a content she smiled at;um conteúdo com o qual ela riu às gargalhadas
pt_BR;a content she suggested;um conteúdo que ela recomenda
pt_BR;a content she supported;um conteúdo que ela apoia
pt_BR;a content she thought about;um conteúdo sobre o qual ela pensou algo
pt_BR;a content they agreed with;um conteúdo com o qual eles concordam
pt_BR;a content they applauded;um conteúdo que eles aplaudiram
pt_BR;a content they approved;um conteúdo que eles aprovam
pt_BR;a content they disagreed with;um conteúdo com o qual eles discordam
pt_BR;a content they disapproved;um conteúdo que eles desaprovam
pt_BR;a content they lolled at;um conteúdo com o qual que eles riram às gargalhadas
pt_BR;a content they loved;um conteúdo que eles amam
pt_BR;a content they opposed;um conteúdo ao qual eles se opõem
pt_BR;a content they protested at;um conteúdo contra o qual eles protestaram
pt_BR;a content they reacted to;um conteúdo ao qual eles reagiram
pt_BR;a content they respected;um conteúdo que eles respeitam
pt_BR;a content they smiled at;um conteúdo ao qual eles sorriem
pt_BR;a content they suggested;um conteúdo que eles recomendam
pt_BR;a content they supported;um conteúdo que eles apoiam
pt_BR;a content they thought about;um conteúdo sobre o qual eles pensaram algo
pt_BR;a content you agreed with;um conteúdo com o qual você concorda
pt_BR;a content you applauded;um conteúdo que você aplaudiu
pt_BR;a content you approved;um conteúdo que você aprova
pt_BR;a content you disagreed with;um conteúdo com o qual você discorda
pt_BR;a content you disapproved;um conteúdo que você desaprova
pt_BR;a content you lolled at;um conteúdo com o qual você riu às gargalhadas
pt_BR;a content you loved;um conteúdo que você ama
pt_BR;a content you opposed;um conteúdo ao qual você se opõe
pt_BR;a content you protested at;um conteúdo com o qual você protestou
pt_BR;a content you reacted to;um conteúdo ao qual você reagiu
pt_BR;a content you respected;um conteúdo que você respeita
pt_BR;a content you smiled at;um conteúdo com o qual você riu às gargalhadas
pt_BR;a content you suggested;um conteúdo que você recomenda
pt_BR;a content you supported;um conteúdo que você apoia
pt_BR;a content you thought about;um conteúdo sobre o qual você pensou algo
pt_BR;a product {name} demanded;um produto que {name} exigiu
pt_BR;a product {name} fancied;um produto que {name} curtiu
pt_BR;a product {name} had;um produto que {name} tem
pt_BR;a product {name} lolled at;um produto com o qual {name} riu às gargalhadas
pt_BR;a product {name} loved;um produto que {name} ama
pt_BR;a product {name} needed;um produto do qual {name} necessita
pt_BR;a product {name} reacted to;um produto ao qual {name} reagiu
