Language,Hash,Sentence,Loc,Translated Sentence
en_US,144d136bd75161252e1c20001742fabd,{name1} and {name2} liked {product1} and {product count other products} (on {App Name}).,es_ES,{name1} y {name2} les gustó {product1} y {product count other products} (on {App Name}).
en_US,2162f62536c3c3a31bc3b492c659e3c5,a content they liked,es_ES,Un contenído que a ellos les gustaron
en_US,2304c8b6e1296210d921fffbed4d17d5,Liked {content1} (on {App Name}).,es_ES,Le gustó {content1} (on {App Name}).
en_US,2e189db41d9c04eb6157fef837aba025,{name1} and {name2} liked a content (on {App Name}).,es_ES,{name1} y {name2} les gustó un contenido (on {App Name}).
en_US,37c510198bfcfa38f642838a20590a59,{name1} liked a product (on {App Name}).,es_ES,{name1} le gustó un producto (on {App Name}).
en_US,3d16efa6332fc4ae1946645ab62c8188,{name1} and {name count others} liked {content count contents} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {content count contents} (on {App Name}).
en_US,42920dc5a3971580acc41140d4e47026,contents she liked,es_ES,Contenídos que a ella les gustaron.
en_US,482b9be0bd6d763ac14eb18674bb9eee,products they liked,es_ES,Productos que a ellos les gustaron.
en_US,486f77c809b208be34b04b964cdc5e4a,a product she liked,es_ES,Un producto que a ella le gusta.
en_US,491af4976a474d270b4b33672fb2f4ab,{name1} and {name count others} liked a content (on {App Name}).,es_ES,{name1} y {name count others} les gustó un contenido (on {App Name}).
en_US,4d5508b104f873b785a4d091f216666e,Liked {content1}.,es_ES,Le gustó {content1}.
en_US,5115abe24d69a9d9480c0e43aee9a325,{name1} liked {product1} and {product count other products} (on {App Name}).,es_ES,{name1} le gustó {product1} y {product count other products} (on {App Name}).
en_US,583e839c3c5e6c529634647c6576f297,{name1} and {name2} liked {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} y {name2} les gustó {content1} y {content count other contents} (on {App Name}).
en_US,58ef54a8d9f20f6443ddf5b2b04289ae,contents {name} liked,es_ES,Contenídos que a {name} les gustó.
en_US,5ab68d82ab905cf3805b7e6c62e1c1b9,{name1} liked {content1} and {content2} (on {App Name}).,es_ES,{name1} le gustó {content1} y {content2} (on {App Name}).
en_US,5c5b5da41b0ada09ad9db304eaa3b19a,{name} liked {number} products.,es_ES,{name} le gustaron {number} productos.
en_US,6d3f8e4075b3bc423b0914e8c67c8036,{name1} liked {content1}.,es_ES,{name1} le gustó {content1}.
en_US,6e5dfe2d382a21a73b82821ecfc2285b,Liked {product1}.,es_ES,Le gustó {product1}.
en_US,725922a1fce7d34b90184c81ad05c9dd,{name1} and {name count others} liked {product1} and {product count other products} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {product1} y {product count other products} (on {App Name}).
en_US,740605c6d0d72195707691f875b73517,a product you liked,es_ES,Un producto que a usted le gustó.
en_US,74267f2c6d2fb3677f2ab864d7c2b5a9,a content you liked,es_ES,Un contenido que a usted le gustó.
en_US,779cced391670921123a3f18bbc5b282,a product they liked,es_ES,Un producto que a ellos les gustó.
en_US,790c293784a01f91d5b1889ea8b121bf,products he liked,es_ES,Productos que a él les gustó.
en_US,794d55f26cb25cfa2fa776ab92e680a8,{name1} and {name2} liked {product count products} (on {App Name}).,es_ES,{name1} y {name2} les gustó {product count products} (on {App Name}).
en_US,79515d8f90f1db27e6ff4a1829e131f0,{name} liked {number} contents.,es_ES,{name} le gustó {number} contenídos.
en_US,81435608ab42607cf7e44b21dac8e5dd,{name1} liked {product1}.,es_ES,{name1} le gustó {product1}.
en_US,85f9869c9d8f695cd9093807d1598736,contents he liked,es_ES,Contenídos que le gustó a él.
en_US,8b330df2ca381a840f8dd34300c32557,products you liked,es_ES,Productos que a usted les gustó.
en_US,944c26eb32710f60ce4a0ceb511e4c3a,{name1} liked {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} le gustó {content1} y {content count other contents} (on {App Name}).
en_US,94ac2f23b37d4f24c104c8c102af26f3,a product {name} liked,es_ES,Un producto que a {name} le gustó.
en_US,94d1c18b38327456f1b262bfa140e0df,{name1} and {name2} liked a product (on {App Name}).,es_ES,{name1} y {name2} les gustó un producto (on {App Name}).
en_US,95142f074e0ba3ee706cf7b67cc4020b,contents they liked,es_ES,Contenídos que a ellos les gustaron.
en_US,952a6648416d2d3326ecc5a59657487c,{name} liked a content.,es_ES,A {name} le gustó un contenido.
en_US,97b9b727756be0b4cf134782965b7e34,products she liked,es_ES,Productos que le gustó a ella
en_US,a3dade8a9b2a10511f2ad7263fd2aa5c,{name1} and {name count others} liked a product (on {App Name}).,es_ES,{name1} y {name count others} les gustó un producto (on {App Name}).
en_US,ab3a34d3aa05657d2b2f3bc5c1c8d8f8,{name1} and {name2} liked {content1} and {content2} (on {App Name}).,es_ES,{name1} y {name2} les gustó {content1} y {content2} (on {App Name}).
en_US,ae3bd71c37053858f91834edffe70958,{name} liked a product.,es_ES,A {name} le gustó un producto.
en_US,b5c068a0a188f8cec428bdf703e5cc83,{name1} liked {product1} (on {App Name}).,es_ES,{name1} le gustó {product1} (on {App Name}).
en_US,ba96939611afa0f9bb21b75c9ba0a746,{name1} and {name2} liked {content1} (on {App Name}).,es_ES,{name1} y {name2} les gustó {content1} (on {App Name}).
en_US,bc3432e68a558a53bb5a1f2972df4519,{name1} and {name2} liked {product1} (on {App Name}).,es_ES,{name1} y {name2} les gustó {product1} (on {App Name}).
en_US,bedab1dbbb8639326491a1af7d07398d,{name1} and {name count others} liked {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {content1} y {content count other contents} (on {App Name}).
en_US,c2260239ec90693a0074164d1e702f4b,{name1} and {name count others} liked {content1} and {content2} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {content1} y {content2} (on {App Name}).
en_US,c230e792eeea9db8fcdf7202e807a2b9,{name1} liked {product1} and {product2} (on {App Name}).,es_ES,{name1} le gustó {product1} y {product2} (on {App Name}).
en_US,c67d5bf6e50e36d4b1a33e570cbac2c5,{name} liked {number} contents on {application}.,es_ES,{name} le gustó {number} contenídos en {application}.
en_US,c6af9a67ab2c00ab6dbd43bc80feb1f6,{name} liked {number} products on {application}.,es_ES,{name} le gustó {number} productos en {application}.
en_US,c6f3f8212bffd4c36a15dc40082c417e,{name1} liked {product count products} (on {App Name}).,es_ES,{name1} le gustó {product count products} (on {App Name}).
en_US,c716fd28d86e0a11608f1083bd4cf60f,{name} liked a product on {application}.,es_ES,{name} le gustó un producto en {application}.
en_US,d1152480c777a6792a037c20c5dce289,{name1} and {name count others} liked {product1} and {product2} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {product1} y {product2} (on {App Name}).
en_US,d1309e67018263e304d29727f2d1792b,contents you liked,es_ES,Contenídos que a usted le gustó.
en_US,dcfef7c4d9a0b5d0dc6602d55a8c3e81,products {name} liked,es_ES,productos que a {name} le gustó.
en_US,df95b086beeef4bba61519110035bf12,{name1} and {name count others} liked {product count products} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {product count products} (on {App Name}).
en_US,e0f9f363f8d6fbff198082c25029a5b7,{name1} and {name2} liked {product1} and {product2} (on {App Name}).,es_ES,{name1} y {name2} les gustó {product1} y {product2} (on {App Name}).
en_US,e12b4d806dc47dc06ec473792ff26a80,{name} liked a content on {application}.,es_ES,{name} le gustó un contenído en {application}.
en_US,e3da87375c005953fb21311080357e72,{name1} liked {content1} (on {App Name}).,es_ES,{name1} le gustó {content1} (on {App Name}).
en_US,e441b0b607d6a0771330cc7886e43561,a product he liked,es_ES,Un producto que a él le gustó.
en_US,e76d69211c4c7b052a9e5a1ca740f1f2,{name1} and {name2} liked {content count contents} (on {App Name}).,es_ES,{name1} y {name2} les gustó {content count contents} (on {App Name}).
en_US,e9df40de9a8d3bf37a2bf1c32ded26ae,{name1} and {name count others} liked {content1} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {content1} (on {App Name}).
en_US,ea2860e2a9317bf906a9f1a5b7a8ece8,a content {name} liked,es_ES,Un contenído que a {name} le gustó.
en_US,efc6f9487fe3a97cbaf9ea5a9c0558d2,{name1} liked a content (on {App Name}).,es_ES,{name1} le gustó un contenído (on {App Name}).
en_US,f85a77deb1d0ba481eb5e6e3f3317b45,a content she liked,es_ES,Un contenído que a ella le gustó.
en_US,0d29575c06557e48bff94961ff502b41,{name} likes {number} contents on {application}.,es_ES,{name} le gusta {number} contenídos en {application}.
en_US,0eac8023f6bd7817ad2dda0792798be3,{name1} likes {content count contents} (on {App Name}).,es_ES,{name1} le gusta {content count contents} (on {App Name}).
en_US,1866911f39b6e1a304a866b0fa16e08a,{name1} likes {product count products} (on {App Name}).,es_ES,{name1} le gusta {product count products} (on {App Name}).
en_US,234effe62970d5080b2c555e50f4c97b,{name1} likes {content1} and {content2} (on {App Name}).,es_ES,{name1} le gusta {content1} y {content2} (on {App Name}).
en_US,2b2b4e783ebb5618c6fb054c6304366a,Likes {product1}.,es_ES,Le gusta {product1}.
en_US,2bf8a975ac3fe8910bf3649ae2dca495,{name1} likes {product1} (on {App Name}).,es_ES,{name1} le gusta {product1} (on {App Name}).
en_US,30341ba87774d5016d32c70ed069893a,{name} likes {number} contents.,es_ES,{name} le gusta {number} contenídos.
en_US,4187f682e7bd5bdfd01ed8dfe1af4683,{name} likes a content.,es_ES,A {name} le gusta un contenído.
en_US,49da2e38f96ad48dced444e07a891c04,Likes {content1} (on {App Name}).,es_ES,Le gusta {content1} (on {App Name}).
en_US,502f0c1e0b165cada8fa539d347008d8,{name} likes a content on {application}.,es_ES,A {name} le gusta un contenído en {application}.
en_US,7119ba349813985587fcf3811285082e,{name} likes {number} products.,es_ES,A {name} le gusta {number} productos.
en_US,8da14bf2c35c1b3e36e7318a691da6e6,{name1} likes {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} le gusta {content1} y {content count other contents} (on {App Name}).
en_US,a7228c22247799ad4c8ab40bb1174935,{name} likes {number} products on {application}.,es_ES,A {name} le gusta {number} productos en {application}.
en_US,a84d3c86af01edb26b44a3fb1b0b448d,{name1} likes a content (on {App Name}).,es_ES,{name1} le gusta un contenído (on {App Name}).
en_US,b4fc03be56364ca6c6e14babf371a65a,Likes {product1} (on {App Name}).,es_ES,Le gusta {product1} (on {App Name}).
en_US,b6d90d5df989800261c6f0d82c4ff71e,{name1} likes a product (on {App Name}).,es_ES,{name1} le gusta un producto (on {App Name}).
en_US,bee4be1486367868dd44381dc7b63246,{name1} likes {product1} and {product2} (on {App Name}).,es_ES,{name1} le gusta {product1} y {product2} (on {App Name}).
en_US,ccced30cc468bc509743c669ce5fde94,{name1} likes {content1} (on {App Name}).,es_ES,{name1} le gusta {content1} (on {App Name}).
en_US,cdf61e9d361863ce23e0c7da13ccd7c2,{name} likes a product.,es_ES,A {name} le gusta un producto.
en_US,d46d5d22617241ea8c1b6f5ea23abc35,{name1} likes {product1} and {product count other products} (on {App Name}).,es_ES,{name1} le gusta {product1} y {product count other products} (on {App Name}).
en_US,d584af2bbc4279dbafda18e951aacf9e,{name} likes a product on {application}.,es_ES,A {name} le gusta un producto en {application}.
en_US,faac9ec001bd1a4877373c9b56c00965,Likes {content1}.,es_ES,Le gusta {content1}.
en_US,03a1f1a33bf38086351e9a2e5ef8d347,{name1} lolled at {product1} and {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {product1} y {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,045bbcc167abb1a9ae24beb2c499c0d7,{name1} and {name2} lolled at {content1}.,es_ES,{name1} y {name2} se ríen a carcajadas de {content1}.
en_US,067bf3a15e6a31492fe0dc174a970772,contents {name} lolled at,es_ES,Contenídos de los que {name} se ríe a carcajadas.
en_US,09307621c88f673c386add35778bce96,a content you lolled at,es_ES,Un contenído del cual usted se ríe a carcajadas.
en_US,0a3b8f3dc91a0b32605e067a2fe66531,{name1} and {name2} lolled at {content count contents}.,es_ES,{name1} y {name2} se ríen a carcajadas de {content count contents}.
en_US,0bde427526ab470fb584f77bf0258be8,{name1} and {name count others} lolled at a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,0c99cd70b67fb7003436e4cc7b520782,{name1} lolled at {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,0e1bddc67bf4d2556dcfb06700608e2a,{name1} and {name2} lolled at {product1}.,es_ES,{name1} y {name2} se ríen a carcajadas de {product1}.
en_US,0e73f41edc1a46aed99608b79de64b91,{name1} and {name count others} lolled at {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,0ef4c76f13e4b5751e0ad1204c8ae7c7,{name1} and {name count others} lolled at a product.,es_ES,{name1} y {name count others} se ríen a carcajadas de un producto.
en_US,104c8ceae112eb6acbecc05649ca3095,1 other lolled at this.,es_ES,Alguien más se ríe a carcajadas de esto.
en_US,14507ae4efce3a9ac8b166e0f64556f1,{name1} and {name count others} lolled at {product count products}.,es_ES,{name1} y {name count others} se ríeron a carcajadas de {product count products}.
en_US,201262fba5625f5b640d590af5fbc403,{name1} and {name2} lolled at {product count products}.,es_ES,{name1} y {name2} se ríeron a carcajadas de {product count products}.
en_US,22cf12dba0efe182458c2767384a0f68,{name} lolled at {number} contents.,es_ES,{name} se río a carcajadas de {number} contenídos.
en_US,28b56c1c026c95ece50a7ccc305d3390,contents she lolled at ,es_ES,Contenídos de los cuales ella se ríe a carcajadas.
en_US,2a150428d049fa2486fc6623ac23a6ab,{name1} lolled at {content1} and {content2}.,es_ES,{name1} se ríe a carcajadas de {content1} y {content2}.
en_US,2e076cd36f946a064a8b6888a5980488,{name1} and {name2} lolled at {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se ríe a carcajadas de {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,308262955fc0812914ccad122adc57b2,a product they lolled at,es_ES,Un producto del que ellos se ríen a carcajadas.
en_US,380ce72e9380abd31fca2e9687aaa813,{name} lolled at a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se ríe a carcajadas de un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3844833fb28cb4afdaf3c8e73e5a226c,{name1} and {name count others} lolled at {product1}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {product1}.
en_US,3c1c9673eaae5e550aaba007364e6511,{name1} and {name2} lolled at a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se ríen a carcajadas de un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3fdc85240b3446513ccdff203d811f1b,Lolled at {product1}.,es_ES,Se ríe a carcajadas de {product1}.
en_US,41190f294cd79d9b1a387ce88ac29a23,{name1} lolled at a product.,es_ES,{name1} se ríe a carcajadas de un producto.
en_US,436208a6a532c0b5dfb0d692e1009bba,a product {name} lolled at,es_ES,Un producto del cual {name} se ríe a carcajadas.
en_US,456724f2739ff52a804d9da35daf48a5,a content he lolled at,es_ES,Un contenído del que él se ríe a carcajadas.
en_US,46a4f7b4e7a689cfc1060d68ca2bb313,You and {name1} lolled at this.,es_ES,Usted y {name1} se ríen a carcajadas de esto.
en_US,475adaf1e92cfeff215015e3e1e7fd37,{name1} lolled at {content1}.,es_ES,{name1} se ríe a carcajadas de {content1}.
en_US,4ab0d3c612c1610bb62d9b0f541b7864,{name} lolled at a product.,es_ES,{name} se ríe a carcajadas de un producto.
en_US,4d8e6b314a858cce8b97e1846678ce16,contents he lolled at,es_ES,Contenídos de los que él se ríe a carcajadas.
en_US,4da9ce8bc30ffddc8440be0fb0f104e3,You and {name count} others lolled at this.,es_ES,Usted y {name count} otros se ríen a carcajadas de esto.
en_US,50ff32baadec897dce709133c304d2dd,a content {name} lolled at,es_ES,Un contenído del que {name} se ríe a carcajadas.
en_US,543178fc2a6649e49aaaaa5f7b962e78,{name1} and {name count} others lolled at this.,es_ES,{name1} y {name count} otros se ríen a carcajadas de esto.
en_US,5957ce618b67da42f8515961a83d1576,{name1} lolled at {product1} and {product2}.,es_ES,{name1} se ríe a carcajadas de {product1} y {product2}.
en_US,5cc1b7d48abed2fc3a23780d72d8817a,{name1} lolled at {content1} and {content count other contents}.,es_ES,{name1} se rié a carcajadas de {content1} y {content count other contents}.
en_US,5db6b413d447917098e1eeff58b59a5d,{number} others lolled at this. Be the first of your friends.,es_ES,{number} otros se ríen a carcajadas de esto. Sé el primero de tus amigos.
en_US,5fb0dd3a7f264bf5c6e19cbffc3c52d3,{name1} and {name2} lolled at a product.,es_ES,{name1} y {name2} se ríen a carcajadas de un producto.
en_US,610cd1368b68be38ef117e7c21e578ac,{name} lolled at a content.,es_ES,{name} se ríe a carcajadas de un contenído.
en_US,61305c5fa62296bf6be37a18423334ca,{name} lolled at {number} products.,es_ES,{name} se ríe a carcajadas de {number} productos.
en_US,647b6b85b08f9b0276f0d9c95e5ec7ac,products {name} lolled at,es_ES,productos del que {name} se ríe a carcajadas.
en_US,650aa7435387604688ba48d962ef4885,{name1} lolled at a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,653f537ed69e2fc8feef86dca88d9f94,{name1} and {name2} lolled at {content1} and {content2}.,es_ES,{name1} y {name2} se ríen a carcajadas de {content1} y {content2}.
en_US,679745e3d71aefa0383a272b46e0a9a9,{name1} and {name count others} lolled at {content1} and {content2}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content1} y {content2}.
en_US,74d7b40b8fd204e2f427d1b8ee63ad8a,{name1} and {name count others} lolled at {content count contents}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content count contents}.
en_US,77f4b6ab356d4f2b12b360f39c884d93,{name1} lolled at {product1}.,es_ES,{name1} se ríe a carcajadas de {product1}.
en_US,7854dc5d8f5dfcd990bd4abea84fb1ed,{name1} and {name count others} lolled at {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,7a263ecec8e4a630eeb4df6af3c5e981,You and {number} others lolled at this.,es_ES,Usted y {number} otros se ríen a carcajadas de esto.
en_US,7a27cdbab114b9557046afbefb503ccf,a product he lolled at,es_ES,Un producto del que él se ríe a carcajadas.
en_US,7a74b135f945dd9052aac3728e28e82c,{name1} and {name2} lolled at a content.,es_ES,{name1} y {name2} se ríen a carcajadas de un contenído.
en_US,7f61490c11c3cb2ef352965197a6f883,{name1} and {name count others} lolled at {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,81b9b08c6f18ced16391ecf12a5e79a5,{name1} and {name2} lolled at {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se ríen a carcajadas de {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,8a087b901925179f3506aea07e7f0f14,{name1} lolled at {content count contents}.,es_ES,{name1} se ríe a carcajadas de {content count contents}.
en_US,8a4f37c5027cf28b55e72335d6c4fc65,a product you lolled at,es_ES,Un producto del que usted se ríe a carcajadas.
en_US,8ae9a60d4e392738b8d610433e80f87d,{number} others lolled at this.,es_ES,{number} otros se ríen a carcajadas de esto.
en_US,8c64d01ad2e1e8738b0bcdd5ddd21f4a,{name1} and {name2} lolled at this.,es_ES,{name1} y {name2} se ríen a carcajadas de esto.
en_US,952c1e4c86d981966bc5f1b7f76355e6,a content she lolled at,es_ES,Un contenído del que ella se ríe a carcajadas.
en_US,9832ceaaaad3755d2237181afd7e14e0,{name1} lolled at a content.,es_ES,{name1} se ríe a carcajadas de un contenído.
en_US,98d52360042a8357cc408d33a5eb7208,{name1} lolled at {product count products}.,es_ES,{name1} se ríe a carcajadas de {product count products}.
en_US,9922f11534cc1b20bf9bee3bbb25cf39,You and 1 other lolled at this.,es_ES,Usted y alguien más se rié a carcajadas de esto.
en_US,99b1de8308a24f0a3fdfe5858210e41a,{name} lolled at {number} products {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se ríe a carcajadas de {number} productos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9aef2c08d6f21d39471e948e50c37fd8,{name1} and {name2} lolled at {product1} and {product2}.,es_ES,{name1} y {name2} se ríen a carcajadas de {product1} y {product2}.
en_US,9d0431f6d4bf0917e0bbc959b9dec07a,{name1} lolled at {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9fa0ffbc26a2835a9cdaef2d5c09aefa,{name} lolled at a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se ríe a carcajadas de un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9fcb36a3f944913c832f951834a16a34,{name1} and {name count others} lolled at {product1} and {product count other products}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {product1} y {product count other products}.
en_US,9fe697fb45bc60b35e6844e16a5e612b,1 other lolled at this. Be the first of your friends.,es_ES,Alguien más se ríe a carcajadas de esto. Sé el primero de tus amigos.
en_US,a4a92b5dafc59b88236e5fa198766554,{name1} and {name2} lolled at a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se rién a carcajadas de un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a4eb5fe16680310dc219fdb95bb4275a,Lolled at {content1}.,es_ES,Se ríe a carcajadas de {content1}.
en_US,a5f0894ff6fb5e0689b884fe64ed10f0,{name1} and {name count others} lolled at {content1}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content1}.
en_US,a63af98fdb2493874bb9a7d2a502d73f,{name1} lolled at {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a82dc93ee3e917e13e859638856d494d,{name1} lolled at a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a84a1969d1afa2a0214c8c0c846085ec,{name} lolled at {number} contents {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se ríe a carcajadas de {number} contenídos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,b45ed8940666fe16c3fe2f525658be2d,{name1} and {name2} lolled at {product1} and {product count other products}.,es_ES,{name1} y {name2} se ríen a carcajadas de {product1} y {product count other products}.
en_US,b68efddfacc25fb1d652b56ffddfd1a0,{name1} and {name count others} lolled at {content1} and {content count other contents}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content1} y {content count other contents}.
en_US,bdd31c337c3a86a323d3153904905b87,{name1} lolled at {content1} and {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {content1} y {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,bdd7110f6108355c66d47cb226099282,products you lolled at,es_ES,Productos de los que usted se ríe a carcajadas
en_US,be3edd1378fc933f446829b8c6a17d14,{name1} and {name2} lolled at {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se ríen a carcajadas de {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,be7f3d2d83d044ba165e1f0574e75b99,{name1} and {name2} lolled at {content1} and {content count other contents}.,es_ES,{name1} y {name2} se ríen a carcajadas de {content1} y {content count other contents}.
en_US,c143d838254569f80bfe37b68df9de8a,{name1} and {name count others} lolled at a content.,es_ES,{name1} y {name count others} se ríen a carcajadas de un contenído.
en_US,c2972e5e5fba6634d10ce812bde6a097,{name1} and {name count others} lolled at {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,c5c94a4c0ff5377348ecff42f7d5f97e,{name1} lolled at {product1} and {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {product1} y {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,c93b8e1f20a40e87f6836ec620f16f10,products they lolled at,es_ES,Productos de los que ellos se ríen a carcajadas.
en_US,cfacb6670bf5b4e59c4208816d3cf86b,{name1} and {name count others} lolled at {product1} and {product2}.,es_ES,{name1} y {name count others} se ríen a carcajadas de {product1} y {product2}.
en_US,d5813899be87ea2af59eaa56af180ce5,a product she lolled at,es_ES,Un producto del que ella se ríe a carcajadas.
en_US,d8e307981c64fea627887a10b826f428,{name1} and {name2} lolled at {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se ríen a carcajadas de {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,d9ca06241471f840029ca307280f8574,products he lolled at,es_ES,Productos de los que él se ríe a carcajadas.
en_US,dd74921237178d90ca23a1e508e8120a,contents you lolled at,es_ES,Contenídos de los que usted se ríe a carcajadas.
en_US,df64efa188880f33d387984052be1686,{name1} lolled at {content1} and {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {content1} y {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e16d59fa27c4c75bca3f2b84a5b94e1c,products she lolled at,es_ES,Productos de los que ella se ríe a carcajadas.
en_US,e57b58817bb39022206733ccf0a47c40,{name1} and {name count others} lolled at a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se ríen a carcajadas de un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e67bd1d3918cf9d86d68e2081f2d67f6,{name1} lolled at {product1} and {product count other products}.,es_ES,{name1} se ríe a carcajadas de {product1} y {product count other products}.
en_US,eca1001d3f801f8c3254d3fa1670614d,You lolled at this.,es_ES,Usted se ríe a carcajadas de esto.
en_US,eedf1ce3561440a003ef1876c669dc2d,{name1} lolled at this.,es_ES,{name1} ríe a carcajadas de esto.
en_US,fb2ac6ef81e5362984f2cd55682f81ca,{name1} lolled at {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se ríe a carcajadas de {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,fe76e2ec4dbde552086e11201192457a,contents they lolled at,es_ES,Contenídos de los que ellos se ríen a carcajadas.
en_US,ff2d81696100496d359377a43c2813a5,a content they lolled at,es_ES,Un contenído del que ellos se ríen a carcajadas.
en_US,0260d670c61f4c31bf2e544509000472,{name1} and {name count} others loved this.,es_ES,{name1} y {name count} otros aman esto.
en_US,0272499ff20802a1bc1246bfc12136bb,{name1} loved {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,04b7edbfd839bba7d53bf7fbbec224a2,{name} loved {number} products {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} ama {number} productos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,05ddcb9691b2b7bd403fe0c60ba155fb,{name1} and {name2} loved this.,es_ES,{name1} y {name2} aman esto.
